model,formulation,seed,lambda_budget,fixed_cost,n_customers,n_facilities,n_price_levels,n_options,status,objective,runtime,mip_gap,gap_percent,solved_optimal,opened_facilities,served_customers,service_rate,served_demand,total_revenue,total_opening_cost,lazy_cuts_added,node_count,best_bound,num_vars,num_constraints,base_constraints,effective_constraints,use_cuts,force_open
BBC-Paper,bbc_paper,1,1.0,50,10,4,10,40,2,4153.125075175541,0.009339094161987305,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,150.0,9,1.0,4153.125075175541,444,743,743,752,True,True
MILP-1,milp1,1,1.0,100,10,4,10,40,2,4003.1250751755406,0.01542806625366211,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,300.0,0,1.0,4003.1250751755406,444,1142,1142,1142,,
MILP-3,milp3,1,1.0,100,10,4,10,40,2,4003.1250751755406,0.017662763595581055,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,300.0,0,1.0,4003.1250751755406,444,1132,1132,1132,,
BBC-NoCuts,bbc_no_cuts,1,1.0,100,10,4,10,40,2,4055.8695684896293,0.008820772171020508,0.0,0.0,True,4,8,0.8,326.0690791946333,4455.86956848963,400.0,0,1.0,4055.8695684896293,444,742,742,742,False,False
BBC,bbc,1,1.0,100,10,4,10,40,2,4003.1250751755406,0.000995635986328125,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,300.0,3,1.0,4003.1250751755406,444,742,742,745,True,False
BBC-Paper,bbc_paper,1,1.0,100,10,4,10,40,2,4003.1250751755406,0.004967927932739258,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,300.0,3,1.0,4003.1250751755406,444,743,743,746,True,True
MILP-1,milp1,1,1.0,200,10,4,10,40,2,3703.1250751755406,0.011243104934692383,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,600.0,0,1.0,3703.1250751755406,444,1142,1142,1142,,
MILP-3,milp3,1,1.0,200,10,4,10,40,2,3703.1250751755406,0.008014202117919922,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,600.0,0,1.0,3703.1250751755406,444,1132,1132,1132,,
BBC-NoCuts,bbc_no_cuts,1,1.0,200,10,4,10,40,2,3703.1250751755406,0.009081125259399414,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,600.0,0,1.0,3703.1250751755406,444,742,742,742,False,False
BBC,bbc,1,1.0,200,10,4,10,40,2,3703.1250751755406,0.0009894371032714844,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,600.0,0,1.0,3703.1250751755406,444,742,742,742,True,False
BBC-Paper,bbc_paper,1,1.0,200,10,4,10,40,2,3703.1250751755406,0.0023446083068847656,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,600.0,0,1.0,3703.1250751755406,444,743,743,743,True,True
MILP-1,milp1,1,1.5,50,10,4,10,40,2,7311.763065050908,0.03509044647216797,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,200.0,0,1.0,7311.763065050909,444,971,971,971,,
MILP-3,milp3,1,1.5,50,10,4,10,40,2,7311.763065050908,0.022641658782958984,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,200.0,0,1.0,7311.763065050909,444,961,961,961,,
BBC-NoCuts,bbc_no_cuts,1,1.5,50,10,4,10,40,2,7311.763065050908,0.0,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,200.0,0,1.0,7311.763065050909,444,571,571,571,False,False
BBC,bbc,1,1.5,50,10,4,10,40,2,7311.763065050908,0.0029990673065185547,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,200.0,0,1.0,7311.763065050909,444,571,571,571,True,False
BBC-Paper,bbc_paper,1,1.5,50,10,4,10,40,2,7311.763065050908,0.0019998550415039062,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,200.0,0,1.0,7311.763065050909,444,572,572,572,True,True
MILP-1,milp1,1,1.5,100,10,4,10,40,2,7111.763065050909,0.02803206443786621,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,400.0,0,1.0,7111.763065050909,444,971,971,971,,
MILP-3,milp3,1,1.5,100,10,4,10,40,2,7111.763065050909,0.03381657600402832,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,400.0,0,1.0,7111.763065050909,444,961,961,961,,
BBC-NoCuts,bbc_no_cuts,1,1.5,100,10,4,10,40,2,7111.763065050909,0.0010025501251220703,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,400.0,0,1.0,7111.763065050909,444,571,571,571,False,False
BBC,bbc,1,1.5,100,10,4,10,40,2,7111.763065050909,0.0020017623901367188,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,400.0,0,1.0,7111.763065050909,444,571,571,571,True,False
BBC-Paper,bbc_paper,1,1.5,100,10,4,10,40,2,7111.763065050909,0.0020012855529785156,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,400.0,0,1.0,7111.763065050909,444,572,572,572,True,True
MILP-1,milp1,1,1.5,200,10,4,10,40,2,6711.763065050909,0.04389047622680664,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,800.0,0,1.0,6711.763065050909,444,971,971,971,,
MILP-3,milp3,1,1.5,200,10,4,10,40,2,6711.763065050909,0.024214506149291992,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,800.0,0,1.0,6711.763065050909,444,961,961,961,,
BBC-NoCuts,bbc_no_cuts,1,1.5,200,10,4,10,40,2,6773.335819011137,0.0010030269622802734,0.0,0.0,True,3,10,1.0,378.1338948077803,7373.335819011138,600.0,0,1.0,6773.335819011137,444,571,571,571,False,False
BBC,bbc,1,1.5,200,10,4,10,40,2,6711.763065050909,0.015127420425415039,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,800.0,2,1.0,6711.763065050909,444,571,571,573,True,False
BBC-Paper,bbc_paper,1,1.5,200,10,4,10,40,2,6711.763065050909,0.02001810073852539,0.0,0.0,True,4,10,1.0,378.1338948077803,7511.763065050908,800.0,9,1.0,6711.763065050908,444,572,572,581,True,True
MILP-1,milp1,2,0.5,50,10,4,10,40,2,692.5853858418843,0.003020763397216797,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,100.0,0,1.0,692.5853858418843,444,1202,1202,1202,,
MILP-3,milp3,2,0.5,50,10,4,10,40,2,692.5853858418843,0.0,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,100.0,0,0.0,692.5853858418843,444,1192,1192,1192,,
BBC-NoCuts,bbc_no_cuts,2,0.5,50,10,4,10,40,2,692.5853858418843,0.0,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,100.0,0,1.0,692.5853858418843,444,802,802,802,False,False
BBC,bbc,2,0.5,50,10,4,10,40,2,692.5853858418843,0.0,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,100.0,0,1.0,692.5853858418843,444,802,802,802,True,False
BBC-Paper,bbc_paper,2,0.5,50,10,4,10,40,2,692.5853858418843,0.0020051002502441406,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,100.0,0,1.0,692.5853858418843,444,803,803,803,True,True
MILP-1,milp1,2,0.5,100,10,4,10,40,2,592.5853858418843,0.008051395416259766,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,200.0,0,1.0,592.5853858418843,444,1202,1202,1202,,
MILP-3,milp3,2,0.5,100,10,4,10,40,2,592.5853858418843,0.0,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,200.0,0,0.0,592.5853858418843,444,1192,1192,1192,,
BBC-NoCuts,bbc_no_cuts,2,0.5,100,10,4,10,40,2,592.5853858418843,0.0020012855529785156,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,200.0,0,1.0,592.5853858418843,444,802,802,802,False,False
BBC,bbc,2,0.5,100,10,4,10,40,2,592.5853858418843,0.00618433952331543,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,200.0,0,1.0,592.5853858418843,444,802,802,802,True,False
BBC-Paper,bbc_paper,2,0.5,100,10,4,10,40,2,592.5853858418843,0.002565145492553711,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,200.0,0,1.0,592.5853858418843,444,803,803,803,True,True
MILP-1,milp1,2,0.5,200,10,4,10,40,2,392.5853858418843,0.006087064743041992,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,400.0,0,1.0,392.5853858418843,444,1202,1202,1202,,
MILP-3,milp3,2,0.5,200,10,4,10,40,2,392.5853858418843,0.001108407974243164,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,400.0,0,0.0,392.5853858418843,444,1192,1192,1192,,
BBC-NoCuts,bbc_no_cuts,2,0.5,200,10,4,10,40,2,392.5853858418843,0.0019495487213134766,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,400.0,0,1.0,392.5853858418843,444,802,802,802,False,False
BBC,bbc,2,0.5,200,10,4,10,40,2,392.5853858418843,0.0,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,400.0,0,1.0,392.5853858418843,444,802,802,802,True,False
BBC-Paper,bbc_paper,2,0.5,200,10,4,10,40,2,392.5853858418843,0.0020089149475097656,0.0,0.0,True,2,3,0.3,198.14634646047108,792.5853858418843,400.0,0,1.0,392.5853858418843,444,803,803,803,True,True
MILP-1,milp1,2,1.0,50,10,4,10,40,2,5470.6375732916595,0.01094675064086914,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,150.0,0,1.0,5470.63757329166,444,1118,1118,1118,,
MILP-3,milp3,2,1.0,50,10,4,10,40,2,5470.6375732916595,0.0,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,150.0,0,1.0,5470.63757329166,444,1108,1108,1108,,
BBC-NoCuts,bbc_no_cuts,2,1.0,50,10,4,10,40,2,5470.6375732916595,0.005202770233154297,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,150.0,0,1.0,5470.63757329166,444,718,718,718,False,False
BBC,bbc,2,1.0,50,10,4,10,40,2,5470.6375732916595,0.0034933090209960938,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,150.0,0,1.0,5470.63757329166,444,718,718,718,True,False
BBC-Paper,bbc_paper,2,1.0,50,10,4,10,40,2,5470.6375732916595,0.002516031265258789,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,150.0,0,1.0,5470.63757329166,444,719,719,719,True,True
MILP-1,milp1,2,1.0,100,10,4,10,40,2,5320.6375732916595,0.014369964599609375,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,300.0,0,1.0,5320.63757329166,444,1118,1118,1118,,
MILP-3,milp3,2,1.0,100,10,4,10,40,2,5320.6375732916595,0.0,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,300.0,0,1.0,5320.63757329166,444,1108,1108,1108,,
BBC-NoCuts,bbc_no_cuts,2,1.0,100,10,4,10,40,2,5320.6375732916595,0.005661487579345703,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,300.0,0,1.0,5320.63757329166,444,718,718,718,False,False
BBC,bbc,2,1.0,100,10,4,10,40,2,5320.6375732916595,0.004094600677490234,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,300.0,0,1.0,5320.63757329166,444,718,718,718,True,False
BBC-Paper,bbc_paper,2,1.0,100,10,4,10,40,2,5320.6375732916595,0.001684427261352539,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,300.0,0,1.0,5320.63757329166,444,719,719,719,True,True
MILP-1,milp1,2,1.0,200,10,4,10,40,2,5020.63757329166,0.012257099151611328,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,600.0,0,1.0,5020.637573291661,444,1118,1118,1118,,
MILP-3,milp3,2,1.0,200,10,4,10,40,2,5020.63757329166,0.0,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,600.0,0,1.0,5020.637573291661,444,1108,1108,1108,,
BBC-NoCuts,bbc_no_cuts,2,1.0,200,10,4,10,40,2,5020.63757329166,0.003846883773803711,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,600.0,0,1.0,5020.63757329166,444,718,718,718,False,False
BBC,bbc,2,1.0,200,10,4,10,40,2,5020.63757329166,0.002000093460083008,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,600.0,0,1.0,5020.63757329166,444,718,718,718,True,False
BBC-Paper,bbc_paper,2,1.0,200,10,4,10,40,2,5020.63757329166,0.0020012855529785156,0.0,0.0,True,3,9,0.9,475.35257950660844,5620.63757329166,600.0,0,1.0,5020.63757329166,444,719,719,719,True,True
MILP-1,milp1,2,1.5,50,10,4,10,40,2,9407.051590132167,0.04322195053100586,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,100.0,0,1.0,9407.051590132169,444,986,986,986,,
MILP-3,milp3,2,1.5,50,10,4,10,40,2,9407.051590132167,0.03679680824279785,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,100.0,0,1.0,9407.051590132169,444,976,976,976,,
BBC-NoCuts,bbc_no_cuts,2,1.5,50,10,4,10,40,2,9407.051590132169,0.0,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,100.0,0,1.0,9407.051590132169,444,586,586,586,False,False
BBC,bbc,2,1.5,50,10,4,10,40,2,9407.051590132167,0.0017499923706054688,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,100.0,2,1.0,9407.051590132169,444,586,586,588,True,False
BBC-Paper,bbc_paper,2,1.5,50,10,4,10,40,2,9407.051590132167,0.001990795135498047,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,100.0,2,1.0,9407.051590132169,444,587,587,589,True,True
MILP-1,milp1,2,1.5,100,10,4,10,40,2,9307.051590132167,0.023620128631591797,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,200.0,0,1.0,9307.051590132169,444,986,986,986,,
MILP-3,milp3,2,1.5,100,10,4,10,40,2,9307.051590132167,0.03741931915283203,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,200.0,0,1.0,9307.051590132169,444,976,976,976,,
BBC-NoCuts,bbc_no_cuts,2,1.5,100,10,4,10,40,2,9307.051590132169,0.0,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,200.0,0,1.0,9307.051590132169,444,586,586,586,False,False
BBC,bbc,2,1.5,100,10,4,10,40,2,9307.051590132167,0.003080129623413086,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,200.0,2,1.0,9307.051590132169,444,586,586,588,True,False
BBC-Paper,bbc_paper,2,1.5,100,10,4,10,40,2,9307.051590132167,0.002027273178100586,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,200.0,2,1.0,9307.051590132169,444,587,587,589,True,True
MILP-1,milp1,2,1.5,200,10,4,10,40,2,9107.051590132167,0.027059078216552734,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,400.0,0,1.0,9107.051590132169,444,986,986,986,,
MILP-3,milp3,2,1.5,200,10,4,10,40,2,9107.051590132167,0.03480219841003418,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,400.0,0,1.0,9107.051590132169,444,976,976,976,,
BBC-NoCuts,bbc_no_cuts,2,1.5,200,10,4,10,40,2,9107.051590132169,0.0,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,400.0,0,1.0,9107.051590132169,444,586,586,586,False,False
BBC,bbc,2,1.5,200,10,4,10,40,2,9107.051590132167,0.0019996166229248047,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,400.0,2,1.0,9107.051590132169,444,586,586,588,True,False
BBC-Paper,bbc_paper,2,1.5,200,10,4,10,40,2,9107.051590132167,0.003052949905395508,0.0,0.0,True,2,9,0.9,475.35257950660844,9507.051590132169,400.0,2,1.0,9107.051590132169,444,587,587,589,True,True
MILP-1,milp1,3,0.5,50,10,4,10,40,2,826.6896209811171,0.0041348934173583984,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,100.0,0,1.0,826.6896209811171,444,1205,1205,1205,,
MILP-3,milp3,3,0.5,50,10,4,10,40,2,826.6896209811171,0.0013988018035888672,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,100.0,0,0.0,826.6896209811171,444,1195,1195,1195,,
BBC-NoCuts,bbc_no_cuts,3,0.5,50,10,4,10,40,2,826.6896209811171,0.00863337516784668,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,100.0,0,1.0,826.6896209811171,444,805,805,805,False,False
BBC,bbc,3,0.5,50,10,4,10,40,2,826.6896209811171,0.002007722854614258,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,100.0,0,1.0,826.6896209811172,444,805,805,805,True,False
BBC-Paper,bbc_paper,3,0.5,50,10,4,10,40,2,826.6896209811171,0.0010044574737548828,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,100.0,0,1.0,826.6896209811172,444,806,806,806,True,True
MILP-1,milp1,3,0.5,100,10,4,10,40,2,726.6896209811171,0.0040132999420166016,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,200.0,0,1.0,726.6896209811171,444,1205,1205,1205,,
MILP-3,milp3,3,0.5,100,10,4,10,40,2,726.6896209811171,0.001009225845336914,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,200.0,0,0.0,726.6896209811171,444,1195,1195,1195,,
BBC-NoCuts,bbc_no_cuts,3,0.5,100,10,4,10,40,2,726.6896209811171,0.007640838623046875,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,200.0,0,1.0,726.6896209811171,444,805,805,805,False,False
BBC,bbc,3,0.5,100,10,4,10,40,2,726.6896209811171,0.0022542476654052734,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,200.0,0,1.0,726.6896209811172,444,805,805,805,True,False
BBC-Paper,bbc_paper,3,0.5,100,10,4,10,40,2,726.6896209811171,0.002001047134399414,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,200.0,0,1.0,726.6896209811172,444,806,806,806,True,True
MILP-1,milp1,3,0.5,200,10,4,10,40,2,526.6896209811171,0.0008935928344726562,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,400.0,0,1.0,526.6896209811171,444,1205,1205,1205,,
MILP-3,milp3,3,0.5,200,10,4,10,40,2,526.6896209811171,0.0010957717895507812,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,400.0,0,0.0,526.6896209811171,444,1195,1195,1195,,
BBC-NoCuts,bbc_no_cuts,3,0.5,200,10,4,10,40,2,526.6896209811171,0.0037987232208251953,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,400.0,0,1.0,526.6896209811171,444,805,805,805,False,False
BBC,bbc,3,0.5,200,10,4,10,40,2,526.6896209811171,0.00200653076171875,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,400.0,0,1.0,526.6896209811171,444,805,805,805,True,False
BBC-Paper,bbc_paper,3,0.5,200,10,4,10,40,2,526.6896209811171,0.00263214111328125,0.0,0.0,True,2,3,0.3,195.96593106471914,926.6896209811172,400.0,0,1.0,526.6896209811171,444,806,806,806,True,True
MILP-1,milp1,3,1.0,50,10,4,10,40,2,4897.827372440259,0.009139776229858398,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,200.0,0,1.0,4897.827372440259,444,1149,1149,1149,,
MILP-3,milp3,3,1.0,50,10,4,10,40,2,4897.827372440259,0.005349397659301758,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,200.0,0,1.0,4897.827372440259,444,1139,1139,1139,,
BBC-NoCuts,bbc_no_cuts,3,1.0,50,10,4,10,40,2,4897.827372440259,0.005835533142089844,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,200.0,0,1.0,4897.827372440259,444,749,749,749,False,False
BBC,bbc,3,1.0,50,10,4,10,40,2,4897.827372440259,0.0017392635345458984,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,200.0,0,1.0,4897.827372440259,444,749,749,749,True,False
BBC-Paper,bbc_paper,3,1.0,50,10,4,10,40,2,4897.827372440259,0.005156755447387695,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,200.0,0,1.0,4897.827372440259,444,750,750,750,True,True
MILP-1,milp1,3,1.0,100,10,4,10,40,2,4697.827372440259,0.011043310165405273,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,400.0,0,1.0,4697.827372440259,444,1149,1149,1149,,
MILP-3,milp3,3,1.0,100,10,4,10,40,2,4697.827372440259,0.006378650665283203,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,400.0,0,1.0,4697.827372440259,444,1139,1139,1139,,
BBC-NoCuts,bbc_no_cuts,3,1.0,100,10,4,10,40,2,4697.827372440259,0.006970643997192383,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,400.0,0,1.0,4697.827372440259,444,749,749,749,False,False
BBC,bbc,3,1.0,100,10,4,10,40,2,4697.827372440259,0.0,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,400.0,0,1.0,4697.827372440259,444,749,749,749,True,False
BBC-Paper,bbc_paper,3,1.0,100,10,4,10,40,2,4697.827372440259,0.0020072460174560547,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,400.0,0,1.0,4697.827372440259,444,750,750,750,True,True
MILP-1,milp1,3,1.0,200,10,4,10,40,2,4297.827372440259,0.009328365325927734,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,800.0,0,1.0,4297.827372440259,444,1149,1149,1149,,
MILP-3,milp3,3,1.0,200,10,4,10,40,2,4297.827372440259,0.0,0.0,0.0,True,4,6,0.6,416.9076096690498,5097.827372440259,800.0,0,1.0,4297.827372440259,444,1139,1139,1139,,
